Block,Label
"--Je vous fais mon compliment, me dit le capitaine, comme je venais de ramasser mon schako, vous en voilà quitte pour la journée.",3
Je connaissais cette superstition [20]militaire qui croit que l'axiome _non bis in idem_ trouve son application aussi bien sur un champ de bataille que dans une cour de justice.,3
Je remis fièrement mon schako.,3
"--C'est faire saluer les gens sans cérémonie, dis-je aussi gaiement que je pus.",3
"Cette mauvaise plaisanterie, vu la [25]circonstance, parut excellente.",3
"--Je vous félicite, reprit le capitaine, vous n'aurez rien de plus, et vous commanderez une compagnie ce soir; car je sens bien que le four chauffe pour moi.",3
"Toutes les fois que j'ai été blessé, l'officier auprès de moi a reçu quelque [30]balle morte, et, ajouta-t-il d'un ton plus bas et presque honteux, leurs noms commençaient toujours par un P.",3
Je fis l'esprit fort; bien des gens auraient fait comme moi; Page 5 bien des gens auraient été aussi bien que moi frappés de ces paroles prophétiques.,3
"Conscrit comme je l'étais, je sentais que je ne pouvais confier mes sentiments à personne, et que je devais toujours paraître froidement [5]intrépide.",3
"Au bout d'une demi-heure, le feu des Russes diminua sensiblement; alors nous sortîmes de notre couvert pour marcher sur la redoute.",3
Notre régiment était composé de trois bataillons.,3
Le [10]deuxième fut chargé de tourner la redoute du côté de la gorge; les deux autres devaient donner l'assaut.,3
J'étais dans le troisième bataillon.,3
"En sortant de derrière l'espèce d'épaulement qui nous avait protégés, nous fûmes reçus par plusieurs décharges [15]de mousqueterie qui ne firent que peu de mal dans nos rangs.",3
"Le sifflement des balles me surprit: souvent je tournais la tête, et je m'attirai ainsi quelques plaisanteries de la part de mes camarades plus familiarisés avec ce bruit.",3
"--A tout prendre, me dis-je, une bataille n'est pas une [20]chose si terrible.",3
"Nous avancions au pas de course, précédés de tirailleurs: tout à coup les Russes poussèrent trois hourras, trois hourras distincts, puis demeurèrent silencieux et sans tirer.",3
"[25]--Je n'aime pas ce silence, dit mon capitaine; cela ne nous présage rien de bon.",3
"Je trouvai que nos gens étaient un peu trop bruyants, et je ne pus m'empêcher de faire intérieurement la comparaison de leurs clameurs tumultueuses avec le silence imposant [30]de l'ennemi.",3
"Nous parvînmes rapidement au pied de la redoute, les palissades avaient été brisées et la terre bouleversée par Page 6 nos boulets.",3
Les soldats s'élancèrent sur ces ruines nouvelles avec des cris de _Vive l'empereur!_ plus fort qu'on ne l'aurait attendu de gens qui avaient déjà tant crié.,3
"Je levai les yeux, et jamais je n'oublierai le spectacle que [5]je vis.",3
La plus grande partie de la fumée s'était élevée et restait suspendue comme un dais à vingt pieds au-dessus de la redoute.,3
"Au travers d'une vapeur bleuâtre, on apercevait derrière leur parapet à demi détruit les grenadiers russes, l'arme haute, immobiles comme des statues.",3
"Je [10]crois voir encore chaque soldat, l'oeil gauche attaché sur nous, le droit caché par son fusil élevé.",3
"Dans une embrasure, à quelques pieds de nous, un homme tenant une lance à feu était auprès d'un canon.",3
"Je frissonnai, et je crus que ma dernière heure était [15]venue.",3
--Voilà la danse qui va commencer!,3
s'écria mon capitaine.,3
Bonsoir!,3
Ce furent les dernières paroles que je l'entendis prononcer.,3
[20]Un roulement de tambours retentit dans la redoute.,3
Je vis se baisser tous les fusils.,3
"Je fermai les yeux; et j'entendis un fracas épouvantable, suivi de cris et de gémissements.",3
"J'ouvris les yeux, surpris de me trouver encore au monde.",3
La redoute était de nouveau enveloppée [25]de fumée.,3
J'étais entouré de blessés et de morts.,3
"Mon capitaine était étendu à mes pieds: sa tête avait été broyée par un boulet, et j'étais couvert de sa cervelle et de son sang.",3
"De toute ma compagnie, il ne restait debout que six hommes et moi.",3
[30]A ce carnage succéda un moment de stupeur.,3
"Le colonel, mettant son chapeau au bout de son épée, gravit le premier le parapet en criant: _Vive l'empereur!_ il fut suivi aussitôt Page 7 de tous les survivants.",3
Je n'ai presque plus de souvenir net de ce qui suivit.,3
"Nous entrâmes dans la redoute, je ne sais comment.",3
"On se battit corps à corps au milieu d'une fumée si épaisse, que l'on ne pouvait se voir.",3
"Je crois que [5]je frappai, car mon sabre se trouva tout sanglant.",3
"Enfin j'entendis crier: «Victoire!» et la fumée diminuant, j'aperçus du sang et des morts sous lesquels disparaissait la terre de la redoute.",3
Les canons surtout étaient enterrés sous des tas de cadavres.,3
"Environ deux cents hommes [10]debout, en uniforme français, étaient groupés sans ordre, les uns chargeant leurs fusils, les autres essuyant leurs baïonnettes.",3
Onze prisonniers russes étaient avec eux.,3
"Le colonel était renversé tout sanglant sur un caisson brisé, près de la gorge.",3
Quelques soldats s'empressaient [15]autour de lui: je m'approchai.,3
--Où est le plus ancien capitaine?,3
demandait-il à un sergent.,3
Le sergent haussa les épaules d'une manière très expressive.,3
[20]--Et le plus ancien lieutenant?,3
"--Voici monsieur qui est arrivé d'hier, dit le sergent d'un ton tout à fait calme.",3
Le colonel sourit amèrement.,3
"--Allons; monsieur, me dit-il, vous commandez en chef; [25]faites promptement fortifier la gorge de la redoute avec ces chariots, car l'ennemi est en force; mais le général C ...va vous faire soutenir.",3
"--Colonel, lui dis-je, vous êtes grièvement blessé?",3
"--F..., mon cher, mais la redoute est prise!",3
"Page 8 LE COUP DE PISTOLET TRADUIT DE POUCHKINE I «Nous fîmes feu l'un sur l'autre.» Bariatynski «J'ai juré de le tuer selon le code du duel, et j'ai encore mon coup tirer.» (Un soir au bivac.) [5]Nous étions en cantonnement dans le village de * * *.",3
"On sait ce qu'est la vie d'un officier dans la ligne: le matin, l'exercice, le manège; puis le dîner chez le commandant du régiment ou bien au restaurant juif; le soir, le punch et les cartes.",3
"A * * *, il n'y avait pas une maison qui reçût, [10]pas une demoiselle à marier.",3
"Nous passions notre temps les uns chez les autres, et, dans nos réunions, on ne voyait que nos uniformes.",3
Il y avait pourtant dans notre petite société un homme qui n'était pas militaire.,3
On pouvait lui donner environ [15]trente-cinq ans; aussi nous le regardions comme un vieillard.,3
"Parmi nous, son expérience lui donnait une importance considérable; en outre, sa taciturnité, son caractère altier et difficile, son ton sarcastique faisaient une grande impression sur nous autres jeunes gens.",3
Je ne sais quel [20]mystère semblait entourer sa destinée.,3
"Il paraissait être Russe, mais il avait un nom étranger.",3
"Autrefois, il avait servi dans un régiment de hussards et même y avait fait figure; tout à coup, donnant sa démission, on ne savait Page 9 pour quel motif, il s'était établi dans un pauvre village où il vivait très mal tout en faisant grande dépense.",3
"Il sortait toujours à pied avec une vieille redingote noire, et cependant tenait table ouverte pour tous les officiers de [5]notre régiment.",3
"A la vérité, son dîner ne se composait que de deux ou trois plats apprêtés par un soldat réformé, mais le champagne y coulait par torrents.",3
"Personne ne savait sa fortune, sa condition, et personne n'osait le questionner à cet égard.",3
"On trouvait chez lui des livres, [10]--des livres militaires surtout,--et aussi des romans.",3
"Il les donnait volontiers à lire et ne les redemandait jamais par contre, il ne rendait jamais ceux qu'on lui avait prêtés.",3
"Sa grande occupation était de tirer le pistolet; les murs de sa chambre, criblés de balles, ressemblaient à des [15]rayons de miel.",3
"Une riche collection de pistolets, voilà le seul luxe de la misérable baraque qu'il habitait.",3
"L'adresse qu'il avait acquise était incroyable, et, s'il avait parié d'abattre le pompon d'une casquette, personne dans notre régiment n'eût fait difficulté de mettre la casquette sur [20]sa tête.",3
"Quelquefois, la conversation roulait parmi nous sur les duels.",3
Silvio (c'est ainsi que je l'appellerai) n'y prenait jamais part.,3
"Lui demandait-on s'il s'était battu, il répondait sèchement que oui, mais pas le moindre détail, et il était évident que de semblables questions ne [25]lui plaisaient point.",3
Nous supposions que quelque victime de sa terrible adresse avait laissé un poids sur sa conscience.,3
"D'ailleurs, personne d'entre nous ne se fût jamais avisé de soupçonner en lui quelque chose de semblable à de la faiblesse.",3
Il y a des gens dont l'extérieur [30]seul éloigne de pareilles idées.,3
Une occasion imprévue nous surprit tous étrangement.,3
"Un jour, une dizaine de nos officiers dînaient chez Page 10 Silvio.",3
"On but comme de coutume, c'est-à-dire énormément.",3
"Le dîner fini, nous priâmes le maître de la maison de nous faire une banque de pharaon.",3
"Après s'y être longtemps refusé, car il ne jouait presque jamais, il fit apporter des [5]cartes, mit devant lui sur la table une cinquantaine de ducats et s'assit pour tailler.",3
On fit cercle autour de lui et le jeu commença.,3
"Lorsqu'il jouait, Silvio avait l'habitude d'observer le silence le plus absolu; jamais de réclamations, jamais d'explications.",3
"Si un ponte faisait une [10]erreur, il lui payait juste ce qui lui revenait, ou bien marquait à son propre compte ce qu'il avait gagné.",3
"Nous savions tout cela, et nous le laissions faire son petit ménage à sa guise; mais il y avait avec nous un officier nouvellement arrivé au corps, qui, par distraction, fit un faux [15]paroli.",3
Silvio prit la craie et fit son compte à son ordinaire.,3
"L'officier, persuadé qu'il se trompait, se mit à réclamer.",3
"Silvio, toujours muet, continua de tailler.",3
"L'officier, perdant patience, prit la brosse et effaça ce qui lui semblait marqué à tort.",3
Silvio prit la craie et le marqua de [20]nouveau.,3
"Sur quoi, l'officier, échauffé par le vin, par le jeu et par les rires de ses camarades, se crut gravement offensé, et, saisissant, de fureur, un chandelier de cuivre, le jeta à la tête de Silvio, qui, par un mouvement rapide, eut le bonheur d'éviter le coup.",3
Grand tapage!,3
"Silvio [25]se leva, pâle de fureur et les yeux étincelants: --Mon cher monsieur, dit-il, veuillez sortir, et remerciez Dieu que cela se soit passé chez moi.",3
"Personne d'entre nous ne douta des suites de l'affaire, et déjà nous regardions notre nouveau camarade comme [30]un homme mort.",3
L'officier sortit en disant qu'il était prêt à rendre raison à M.,3
"le banquier, aussitôt qu'il lui conviendrait.",3
"Le pharaon continua encore quelques minutes, Page 11 mais on s'aperçut que le maître de la maison n'était plus au jeu; nous nous éloignâmes l'un après l'autre, et nous regagnâmes nos quartiers en causant de la vacance qui allait arriver.",3
"[5]Le lendemain, au manège, nous demandions si le pauvre lieutenant était mort ou vivant, quand nous le vîmes paraître en personne.",3
"On le questionna, Il répondit qu'il n'avait pas eu de nouvelles de Silvio.",3
Cela nous surprit.,3
"Nous allâmes voir Silvio, et nous le trouvâmes dans sa [10]cour, faisant passer balle sur balle dans un as cloué sur la porte.",3
"Il nous reçut à son ordinaire, et sans dire un mot de la scène de la veille.",3
Trois jours se passèrent et le lieutenant vivait toujours.,3
"Nous nous disions, tout ébahis: «Est-ce que Silvio ne se battra pas?» Silvio ne se battit [15]pas.",3
Il se contenta d'une explication très légère et tout fut dit.,3
Cette longanimité lui fit beaucoup de tort parmi nos jeunes gens.,3
"Le manque de hardiesse est ce que la jeunesse pardonne le moins, et, pour elle, le courage est le [20]premier de tous les mérites, l'excuse de tous les défauts.",3
"Pourtant, petit à petit, tout fut oublié, et Silvio reprit parmi nous son ancienne influence.",3
"Seul, je ne pus me rapprocher de lui.",3
"Grâce à mon imagination romanesque, je m'étais attaché plus que personne [25]à cet homme dont la vie était une énigme, et j'en avais fait le héros d'un drame mystérieux.",3
"Il m'aimait; du moins, avec moi seul, quittant son ton tranchant et son langage caustique, il causait de différents sujets avec abandon et quelquefois avec une grâce extraordinaire.",3
"[30]Depuis cette malheureuse soirée, la pensée que son honneur était souillé d'une tache, et que volontairement il ne l'avait pas essuyée, me tourmentait sans cesse et Page 12 m'empêchait d'être à mon aise avec lui comme autrefois.",3
Je me faisais conscience de le regarder.,3
Silvio avait trop d'esprit et de pénétration pour ne pas s'en apercevoir et deviner la cause de ma conduite.,3
Il m'en sembla peiné.,3
"Deux [5]fois, du moins, je crus remarquer en lui le désir d'avoir une explication avec moi, mais je l'évitai, et Silvio m'abandonna.",3
"Depuis lors, je ne le vis qu'avec nos camarades, et nos causeries intimes ne se renouvelèrent plus.",3
"Les heureux habitants de la capitale, entourés de [10]distractions, ne connaissent pas maintes impressions Familières aux habitants des villages ou des petites villes, par exemple, l'attente du jour de poste.",3
"Le mardi et le vendredi, le bureau de notre régiment était plein d'officiers.",3
"L'un attendait de l'argent, un autre des lettres, celui-là [15]les gazettes.",3
"D'ordinaire, on décachetait sur place tous les paquets; on se communiquait les nouvelles, et le bureau présentait le tableau le plus animé.",3
"Les lettres de Silvio lui étaient adressées à notre régiment, et il venait les chercher avec nous autres.",3
"Un jour, on lui remit une [20]lettre dont il rompit le cachet avec précipitation.",3
"En la parcourant, ses yeux brillaient d'un feu extraordinaire.",3
"Nos officiers, occupés de leurs lettres, ne s'étaient aperçus de rien.",3
"--Messieurs, dit Silvio, des affaires m'obligent à partir [25]précipitamment.",3
"Je me mets en route cette nuit; j'espère que vous ne refuserez pas de dîner avec moi pour la dernière fois.--Je compte sur vous aussi, continua-t-il en se tournant vers moi.",3
J'y compte absolument.,3
"Là-dessus, il se retira à la hâte, et, après être convenus [30]de nous retrouver tous chez lui, nous nous en allâmes chacun de son côté.",3
"J'arrivai chez Silvio à l'heure indiquée, et j'y trouvai Page 13 presque tout le régiment.",3
Déjà tout ce qui lui appartenait était emballé.,3
On ne voyait plus que les murs nus et mouchetés de balles.,3
Nous nous mîmes à table.,3
"Notre hôte était en belle humeur, et bientôt il la fit partager à [5]toute la compagnie.",3
"Les bouchons sautaient rapidement; la mousse montait dans les verres, vidés et remplis sans interruption; et nous, pleins d'une belle tendresse, nous souhaitions au partant heureux voyage, joie et prospérité.",3
Il était tard quand on quitta la table.,3
"Lorsqu'on [10]en fut à se partager les casquettes, Silvio dit adieu à chacun de nous, mais il me prit la main et me retint au moment même où j'allais sortir.",3
"--J'ai besoin de causer un peu avec vous, me dit-il tout bas.",3
[15]Je restai.,3
"Les autres partirent et nous demeurâmes seuls, assis l'un en face de l'autre, fumant nos pipes en silence.",3
Silvio semblait soucieux et il ne restait plus sur son front la moindre trace de sa gaieté convulsive.,3
"Sa pâleur sinistre, [20]ses yeux ardents, les longues bouffées de fumée qui sortaient de sa bouche, lui donnaient l'air d'un vrai démon.",3
"Au bout de quelques minutes, il rompit le silence.",3
"--Il se peut, me dit-il, que nous ne nous revoyions jamais: avant de nous séparer, j'ai voulu avoir une [25]explication avec nous.",3
"Vous avez pu remarquer que je me soucie peu de l'opinion des indifférents; mais je vous aime, et je sens qu'il me serait pénible de vous laisser de moi une opinion défavorable.",3
Il s'interrompit pour faire tomber la cendre de sa pipe.,3
[30]Je gardai le silence et je baissai les yeux.,3
"--Il a pu vous paraître singulier, poursuivit-il, que je n'aie pas exigé une satisfaction complète de cet ivrogne, Page 14 de ce fou de R...",3
"Vous conviendrez qu'ayant le droit de choisir les armes, sa vie était entre mes mains, et que je n'avais pas grand risque à courir.",3
"Je pourrais appeler ma modération de la générosité, mais je ne veux pas mentir.",3
[5]Si j'avais pu donner une correction à R...,3
"sans risquer ma vie, sans la risquer en aucune façon, il n'aurait pas été si facilement quitte avec moi.",3
Je regardai Silvio avec surprise.,3
Un pareil aveu me troubla au dernier point.,3
Il continua.,3
"[10]--Eh bien, malheureusement, je n'ai pas le droit de m'exposer à la mort.",3
"Il y a six ans, j'ai reçu un soufflet, et mon ennemi est encore vivant.",3
Ma curiosité était vivement excitée.,3
--Vous ne vous êtes pas battu avec lui?,3
lui demandai-je.,3
"[15]Assurément, quelques circonstances particulières vous ont empêché de le joindre?",3
"--Je me suis battu avec lui, répondit Silvio, et voici un souvenir de notre rencontre.",3
"Il se leva et tira d'une boite un bonnet de drap rouge [20]avec un galon et un gland d'or, comme ce que les Français appellent bonnet de police; il le posa sur sa tête; il était percé d'une balle à un pouce au-dessus du front.",3
"--Vous savez, dit Silvio, que j'ai servi dans les hussards de...",3
Vous connaissez mon caractère.,3
"J'ai l'habitude [25]de la domination; mais, dans ma jeunesse, c'était chez moi une passion furieuse.",3
"De mon temps, les tapageurs étaient à la mode: j'étais le premier tapageur de l'armée.",3
"On faisait gloire de s'enivrer: j'ai mis sous la table le fameux B..., chanté par D.",3
D...,3
"Tous les [30]jours, il y avait des duels dans notre régiment: tous les jours, j'y jouais mon rôle comme second ou principal.",3
"Mes camarades m'avaient en vénération, et nos officiers Page 15 supérieurs, qui changeaient sans cesse, me regardaient comme un fléau dont on ne pouvait se délivrer.",3
"«Pour moi, je suivais tranquillement (ou plutôt fort tumultueusement) ma carrière de gloire, lorsqu'on nous [5]envoya au régiment un jeune homme riche et d'une famille distinguée.",3
Je ne vous le nommerai pas.,3
Jamais il ne s'est rencontré un gaillard doué d'un bonheur plus insolent.,3
"Figurez-vous jeunesse, esprit, jolie figure, gaieté enragée, bravoure insouciante du danger, un beau nom, [10]de l'argent tant qu'il en voulait, et qu'il ne pouvait venir à bout de perdre; et, maintenant, représentez-vous quel effet il dut produire parmi nous.",3
Ma domination fut ébranlée.,3
"D'abord, ébloui de ma réputation, il rechercha mon amitié.",3
"Mais je reçus froidement ses avances, et lui, [15]sans en paraître le moins du monde mortifié, me laissa là.",3
Je le pris en grippe.,3
Ses succès dans le régiment et parmi les dames me mettaient au désespoir.,3
Je voulus lui chercher querelle.,3
"A mes épigrammes, il répondit par des épigrammes qui, toujours, me paraissaient plus piquantes [20]et plus inattendues que les miennes, et qui, pour le moins, étaient beaucoup plus gaies.",3
"Il plaisantait; moi, je haïssais.",3
"Enfin, certain jour, à un bal chez un propriétaire polonais, voyant qu'il était l'objet de l'attention de plusieurs dames, et notamment de la maîtresse de la [25]maison, avec laquelle j'étais fort bien, je lui dis à l'oreille je ne sais quelle plate grossièreté.",3
Il prit feu et me donna un soufflet.,3
"Nous sautions sur nos sabres, les dames s'évanouissaient; on nous sépara, et, sur-le-champ, nous sortîmes pour nous battre.",3
[30]«Le jour paraissait.,3
"J'étais au rendez-vous avec mes trois témoins, attendant mon adversaire avec une impatience indicible.",3
"Un soleil d'été se leva, et déjà la Page 16 chaleur commençait à nous griller.",3
Je l'aperçus de loin.,3
"Il s'en venait à pied en manches de chemise, son uniforme sur son sabre, accompagné d'un seul témoin.",3
Nous allâmes à sa rencontre.,3
"Il s'approcha, tenant sa casquette [5]pleine de guignes.",3
Nos témoins nous placèrent à douze pas.,3
"C'était à moi de tirer le premier; mais la passion et la haine me dominaient tellement, que je craignis de n'avoir pas la main sûre, et, pour me donner le temps de me calmer, je lui cédai le premier feu.",3
Il refusa.,3
On convint de s'en [10]rapporter au sort.,3
"Ce fut à lui de tirer le premier, à lui, cet éternel enfant gâté de la fortune.",3
Il fit feu et perça ma casquette.,3
C'était à mon tour.,3
"Enfin, j'étais maître de sa vie.",3
"Je le regardais avec avidité, m'efforçant de surprendre sur ses traits au moins une ombre d'émotion.",3
"[15]Non, il était sous mon pistolet, choisissant dans sa casquette les guignes les plus mûres et soufflant les noyaux, qui allaient tomber à mes pieds.",3
Son sang-froid me faisait endiabler.,3
"«--Que gagnerai-je, me dis-je, à lui ôter la vie, quand [20]il en fait si peu de cas?",3
«Une pensée atroce me traversa l'esprit.,3
"Je désarmai mon pistolet: «--Il parait, lui dis-je, que vous n'êtes pas d'humeur de mourir pour le moment.",3
Vous préférez déjeuner.,3
"A [25]votre aise, je n'ai pas envie de vous déranger.",3
"«--Ne vous mêlez pas de mes affaires, répondit-il, et donnez-vous la peine de faire feu...",3
"Au surplus, comme il vous plaira: vous avez toujours votre coup à tirer, et, en tout temps, je serai à votre service.",3
"[30]«Je m'éloignai avec les témoins, à qui je dis que, pour le moment, je n'avais pas l'intention de tirer; et ainsi se termina l'affaire.",3
Page 17 «Je donnai ma démission et me retirai dans ce village.,3
"Depuis ce moment, il ne s'est pas passé un jour sans que je songeasse à la vengeance.",3
"Maintenant, mon heure est venue!...",3
[5]Silvio tira de sa poche la lettre qu'il avait reçue le matin et me la donna à lire.,3
"Quelqu'un, son homme d'affaires comme il semblait, lui écrivait de Moscou que la personne en question allait bientôt se marier avec une jeune et belle demoiselle.",3
"[10]--Vous devinez, dit Silvio, quelle est la personne en question.",3
Je pars pour Moscou.,3
"Nous verrons s'il regardera la mort, au milieu d'une noce, avec autant de sang-froid qu'en face d'une livre de guignes!",3
"A ces mots, il se leva, jeta sa casquette sur le plancher, [15]et se mit à marcher par la chambre de long en large, comme un tigre dans sa cage.",3
