Block,Label
"Les masses sociales, les assises mêmes de la civilisation, le groupe solide des intérêts superposés et adhérents, les profils séculaires de l'antique formation française, y apparaissent et y disparaissent à chaque instant à travers les nuages orageux des systèmes, des passions et des théories.",1
Ces apparitions et ces disparitions ont été nommées la résistance et le mouvement.,1
"Par intervalles on y voit luire la vérité, ce jour de l'âme humaine.",1
Cette remarquable époque est assez circonscrite et commence à s'éloigner assez de nous pour qu'on puisse en saisir dès à présent les lignes principales.,1
Nous allons l'essayer.,1
"La Restauration avait été une de ces phases intermédiaires difficiles à définir, où il y a de la fatigue, du bourdonnement, des murmures, du sommeil, du tumulte, et qui ne sont autre chose que l'arrivée d'une grande nation à une étape.",1
Ces époques sont singulières et trompent les politiques qui veulent les exploiter.,1
"Au début, la nation ne demande que le repos; on n'a qu'une soif, la paix; on n'a qu'une ambition, être petit.",1
Ce qui est la traduction de rester tranquille.,1
"Les grands événements, les grands hasards, les grandes aventures, les grands hommes, Dieu merci, on en a assez vu, on en a par-dessus la tête.",1
"On donnerait César pour Prusias et Napoléon pour le roi d'Yvetot.»Quel bon petit roi c'était là!» On a marché depuis le point du jour, on est au soir d'une longue et rude journée; on a fait le premier relais avec Mirabeau, le second avec Robespierre, le troisième avec Bonaparte, on est éreinté.",1
Chacun demande un lit.,1
"Les dévouements las, les héroïsmes vieillis, les ambitions repues, les fortunes faites cherchent, réclament, implorent, sollicitent, quoi?",1
Un gîte.,1
Ils l'ont.,1
"Ils prennent possession de la paix, de la tranquillité, du loisir; les voilà contents.",1
"Cependant en même temps de certains faits surgissent, se font reconnaître et frappent à la porte de leur côté.",1
"Ces faits sont sortis des révolutions et des guerres, ils sont, ils vivent, ils ont droit de s'installer dans la société et ils s'y installent; et la plupart du temps les faits sont des maréchaux des logis et des fourriers qui ne font que préparer le logement aux principes.",1
Alors voici ce qui apparaît aux philosophes politiques.,1
"En même temps que les hommes fatigués demandent le repos, les faits accomplis demandent des garanties.",1
"Les garanties pour les faits, c'est la même chose que le repos pour les hommes.",1
C'est ce que l'Angleterre demandait aux Stuarts après le protecteur; c'est ce que la France demandait aux Bourbons après l'Empire.,1
Ces garanties sont une nécessité des temps.,1
Il faut bien les accorder.,1
"Les princes les «octroient», mais en réalité c'est la force des choses qui les donne.",1
"Vérité profonde et utile à savoir, dont les Stuarts ne se doutèrent pas en 1660, que les Bourbons n'entrevirent même pas en 1814.",1
"La famille prédestinée qui revint en France quand Napoléon s'écroula eut la simplicité fatale de croire que c'était elle qui donnait, et que ce qu'elle avait donné elle pouvait le reprendre; que la maison de Bourbon possédait le droit divin, que la France ne possédait rien; et que le droit politique concédé dans la charte de Louis XVIII n'était autre chose qu'une branche du droit divin, détachée par la maison de Bourbon et gracieusement donnée au peuple jusqu'au jour où il plairait au roi de s'en ressaisir.",1
"Cependant, au déplaisir que le don lui faisait, la maison de Bourbon aurait dû sentir qu'il ne venait pas d'elle.",1
Elle fut hargneuse au dix-neuvième siècle.,1
Elle fit mauvaise mine à chaque épanouissement de la nation.,1
"Pour nous servir du mot trivial, c'est-à-dire populaire et vrai, elle rechigna.",1
Le peuple le vit.,1
Elle crut qu'elle avait de la force parce que l'Empire avait été emporté devant elle comme un châssis de théâtre.,1
Elle ne s'aperçut pas qu'elle avait été apportée elle-même de la même façon.,1
Elle ne vit pas qu'elle aussi était dans cette main qui avait ôté de là Napoléon.,1
Elle crut qu'elle avait des racines parce qu'elle était le passé.,1
"Elle se trompait; elle faisait partie du passé, mais tout le passé c'était la France.",1
"Les racines de la société française n'étaient point dans les Bourbons, mais dans la nation.",1
"Ces obscures et vivaces racines ne constituaient point le droit d'une famille, mais l'histoire d'un peuple.",1
"Elles étaient partout, excepté sous le trône.",1
"La maison de Bourbon était pour la France le noeud illustre et sanglant de son histoire, mais n'était plus l'élément principal de sa destinée et la base nécessaire de sa politique.",1
On pouvait se passer des Bourbons; on s'en était passé vingt-deux ans; il y avait eu solution de continuité; ils ne s'en doutaient pas.,1
"Et comment s'en seraient-ils doutés, eux qui se figuraient que Louis XVII régnait le 9 thermidor et que Louis XVIII régnait le jour de Marengo?",1
"Jamais, depuis l'origine de l'histoire, les princes n'avaient été si aveugles en présence des faits et de la portion d'autorité divine que les faits contiennent et promulguent.",1
Jamais cette prétention d'en bas qu'on appelle le droit des rois n'avait nié à ce point le droit d'en haut.,1
"Erreur capitale qui amena cette famille à remettre la main sur les garanties «octroyées» en 1814, sur les concessions, comme elle les qualifiait.",1
Chose triste!,1
"ce qu'elle nommait ses concessions, c'étaient nos conquêtes; ce qu'elle appelait nos empiétements, c'étaient nos droits.",1
"Lorsque l'heure lui sembla venue, la Restauration, se supposant victorieuse de Bonaparte et enracinée dans le pays, c'est-à-dire se croyant forte et se croyant profonde, prit brusquement son parti et risqua son coup.",1
"Un matin elle se dressa en face de la France, et, élevant la voix, elle contesta le titre collectif et le titre individuel, à la nation la souveraineté, au citoyen la liberté.",1
"En d'autres termes, elle nia à la nation ce qui la faisait nation et au citoyen ce qui le faisait citoyen.",1
C'est là le fond de ces actes fameux qu'on appelle les Ordonnances de juillet.,1
La Restauration tomba.,1
Elle tomba justement.,1
"Cependant, disons-le, elle n'avait pas été absolument hostile à toutes les formes du progrès.",1
"De grandes choses s'étaient faites, elle étant à côté.",1
"Sous la Restauration la nation s'était habituée à la discussion dans le calme, ce qui avait manqué à la République, et à la grandeur dans la paix, ce qui avait manqué à l'Empire.",1
La France libre et forte avait été un spectacle encourageant pour les autres peuples de l'Europe.,1
La révolution avait eu la parole sous Robespierre; le canon avait eu la parole sous Bonaparte; c'est sous Louis XVIII et Charles X que vint le tour de parole de l'intelligence.,1
"Le vent cessa, le flambeau se ralluma.",1
On vit frissonner sur les cimes sereines la pure lumière des esprits.,1
"Spectacle magnifique, utile et charmant.",1
"On vit travailler pendant quinze ans, en pleine paix, en pleine place publique, ces grands principes, si vieux pour le penseur, si nouveaux pour l'homme d'État: l'égalité devant la loi, la liberté de la conscience, la liberté de la parole, la liberté de la presse, l'accessibilité de toutes les aptitudes à toutes les fonctions.",1
Cela alla ainsi jusqu'en 1830.,1
Les Bourbons furent un instrument de civilisation qui cassa dans les mains de la providence.,1
"La chute des Bourbons fut pleine de grandeur, non de leur côté, mais du côté de la nation.",1
"Eux quittèrent le trône avec gravité, mais sans autorité; leur descente dans la nuit ne fut pas une de ces disparitions solennelles qui laissent une sombre émotion à l'histoire; ce ne fut ni le calme spectral de Charles I, ni le cri d'aigle de Napoléon.",1
"Ils s'en allèrent, voilà tout.",1
Ils déposèrent la couronne et ne gardèrent pas d'auréole.,1
"Ils furent dignes, mais ils ne furent pas augustes.",1
Ils manquèrent dans une certaine mesure à la majesté de leur malheur.,1
"Charles X, pendant le voyage de Cherbourg, faisant couper une table ronde en table carrée, parut plus soucieux de l'étiquette en péril que de la monarchie croulante.",1
Cette diminution attrista les hommes dévoués qui aimaient leurs personnes et les hommes sérieux qui honoraient leur race.,1
"Le peuple, lui, fut admirable.",1
"La nation, attaquée un matin à main armée par une sorte d'insurrection royale, se sentit tant de force qu'elle n'eut pas de colère.",1
"Elle se défendit, se contint, remit les choses à leur place, le gouvernement dans la loi, les Bourbons dans l'exil, hélas!",1
et s'arrêta.,1
"Elle prit le vieux roi Charles X sous ce dais qui avait abrité Louis XIV, et le posa à terre doucement.",1
Elle ne toucha aux personnes royales qu'avec tristesse et précaution.,1
"Ce ne fut pas un homme, ce ne furent pas quelques hommes, ce fut la France, la France entière, la France victorieuse et enivrée de sa victoire, qui sembla se rappeler et qui pratiqua aux yeux du monde entier ces graves paroles de Guillaume du Vair après la journée des barricades: «Il est aysé à ceux qui ont accoutumé d'effleurer les faveurs des grands et saulter, comme un oiseau de branche en branche, d'une fortune affligée à une florissante, de se montrer hardis contre leur prince en son adversité; mais pour moi la fortune de mes roys me sera toujours vénérable, et principalement des affligés.» Les Bourbons emportèrent le respect, mais non le regret.",1
"Comme nous venons de le dire, leur malheur fut plus grand qu'eux.",1
Ils s'effacèrent à l'horizon.,1
La Révolution de Juillet eut tout de suite des amis et des ennemis dans le monde entier.,1
"Les uns se précipitèrent vers elle avec enthousiasme et joie, les autres s'en détournèrent, chacun selon sa nature.",1
"Les princes de l'Europe, au premier moment, hiboux de cette aube, fermèrent les yeux, blessés et stupéfaits, et ne les rouvrirent que pour menacer.",1
"Effroi qui se comprend, colère qui s'excuse.",1
Cette étrange révolution avait à peine été un choc; elle n'avait pas même fait à la royauté vaincue l'honneur de la traiter en ennemie et de verser son sang.,1
"Aux yeux des gouvernements despotiques toujours intéressés à ce que la liberté se calomnie elle-même, la Révolution de Juillet avait le tort d'être formidable et de rester douce.",1
Rien du reste ne fut tenté ni machiné contre elle.,1
"Les plus mécontents, les plus irrités, les plus frémissants, la saluaient; quels que soient nos égoïsmes et nos rancunes, un respect mystérieux sort des événements dans lesquels on sent la collaboration de quelqu'un qui travaille plus haut que l'homme.",1
La Révolution de Juillet est le triomphe du droit terrassant le fait.,1
Chose pleine de splendeur.,1
Le droit terrassant le fait.,1
"De là l'éclat de la révolution de 1830, de là sa mansuétude aussi.",1
Le droit qui triomphe n'a nul besoin d'être violent.,1
"Le droit, c'est le juste et le vrai.",1
"Le propre du droit, c'est de rester éternellement beau et pur.",1
"Le fait, même le plus nécessaire en apparence, même le mieux accepté des contemporains, s'il n'existe que comme fait et s'il ne contient que trop peu de droit ou point du tout de droit, est destiné infailliblement à devenir, avec la durée du temps, difforme, immonde, peut-être même monstrueux.",1
"Si l'on veut constater d'un coup à quel degré de laideur le fait peut arriver, vu à la distance des siècles, qu'on regarde Machiavel.",1
"Machiavel, ce n'est point un mauvais génie, ni un démon, ni un écrivain lâche et misérable; ce n'est rien que le fait.",1
"Et ce n'est pas seulement le fait italien, c'est le fait européen, le fait du seizième siècle.",1
"Il semble hideux, et il l'est, en présence de l'idée morale du dix-neuvième.",1
Cette lutte du droit et du fait dure depuis l'origine des sociétés.,1
"Terminer le duel, amalgamer l'idée pure avec la réalité humaine, faire pénétrer pacifiquement le droit dans le fait et le fait dans le droit, voilà le travail des sages.",1
"Chapitre II Mal cousu Mais autre est le travail des sages, autre est le travail des habiles.",1
La révolution de 1830 s'était vite arrêtée.,1
"Sitôt qu'une révolution a fait côte, les habiles dépècent l'échouement.",1
"Les habiles, dans notre siècle, se sont décerné à eux-mêmes la qualification d'hommes d'État; si bien que ce mot, homme d'État, a fini par être un peu un mot d'argot.",1
"Qu'on ne l'oublie pas en effet, là où il n'y a qu'habileté, il y a nécessairement petitesse.",1
"Dire: les habiles, cela revient à dire: les médiocres.",1
"De même que dire: les hommes d'État, cela équivaut quelquefois à dire: les traîtres.",1
"À en croire les habiles donc, les révolutions comme la Révolution de Juillet sont des artères coupées; il faut une prompte ligature.",1
"Le droit, trop grandement proclamé, ébranle.",1
"Aussi, une fois le droit affirmé, il faut raffermir l'État.",1
"La liberté assurée, il faut songer au pouvoir.",1
"Ici les sages ne se séparent pas encore des habiles, mais ils commencent à se défier.",1
"Le pouvoir, soit.",1
"Mais, premièrement, qu'est-ce que le pouvoir?",1
"deuxièmement, d'où vient-il?",1
"Les habiles semblent ne pas entendre l'objection murmurée, et ils continuent leur manoeuvre.",1
"Selon ces politiques, ingénieux à mettre aux fictions profitables un masque de nécessité, le premier besoin d'un peuple après une révolution, quand ce peuple fait partie d'un continent monarchique, c'est de se procurer une dynastie.",1
"De cette façon, disent-ils, il peut avoir la paix après sa révolution, c'est-à-dire le temps de panser ses plaies et de réparer sa maison.",1
La dynastie cache l'échafaudage et couvre l'ambulance.,1
"Or, il n'est pas toujours facile de se procurer une dynastie.",1
"À la rigueur, le premier homme de génie ou même le premier homme de fortune venu suffit pour faire un roi.",1
Vous avez dans le premier cas Bonaparte et dans le second Iturbide.,1
Mais la première famille venue ne suffit pas pour faire une dynastie.,1
"Il y a nécessairement une certaine quantité d'ancienneté dans une race, et la ride des siècles ne s'improvise pas.",1
"Si l'on se place au point de vue des «hommes d'État», sous toutes réserves, bien entendu, après une révolution, quelles sont les qualités du roi qui en sort?",1
"Il peut être et il est utile qu'il soit révolutionnaire, c'est-à-dire participant de sa personne à cette révolution, qu'il y ait mis la main, qu'il s'y soit compromis ou illustré, qu'il en ait touché la hache ou manié l'épée.",1
Quelles sont les qualités d'une dynastie?,1
"Elle doit être nationale, c'est-à-dire révolutionnaire à distance, non par des actes commis, mais par les idées acceptées.",1
"Elle doit se composer de passé et être historique, se composer d'avenir et être sympathique.",1
"Tout ceci explique pourquoi les premières révolutions se contentent de trouver un homme, Cromwell ou Napoléon; et pourquoi les deuxièmes veulent absolument trouver une famille, la maison de Brunswick ou la maison d'Orléans.",1
"Les maisons royales ressemblent à ces figuiers de l'Inde dont chaque rameau, en se courbant jusqu'à terre, y prend racine et devient un figuier.",1
Chaque branche peut devenir une dynastie.,1
À la seule condition de se courber jusqu'au peuple.,1
Telle est la théorie des habiles.,1
"Voici donc le grand art: faire un peu rendre à un succès le son d'une catastrophe afin que ceux qui en profitent en tremblent aussi, assaisonner de peur un pas de fait, augmenter la courbe de la transition jusqu'au ralentissement du progrès, affadir cette aurore, dénoncer et retrancher les âpretés de l'enthousiasme, couper les angles et les ongles, ouater le triomphe, emmitoufler le droit, envelopper le géant peuple de flanelle et le coucher bien vite, imposer la diète à cet excès de santé, mettre Hercule en traitement de convalescence, délayer l'événement dans l'expédient, offrir aux esprits altérés d'idéal ce nectar étendu de tisane, prendre ses précautions contre le trop de réussite, garnir la révolution d'un abat-jour.",1
"1830 pratiqua cette théorie, déjà appliquée à l'Angleterre par 1688.",1
1830 est une révolution arrêtée à mi-côte.,1
Moitié de progrès; quasi-droit.,1
Or la logique ignore l'à peu près; absolument comme le soleil ignore la chandelle.,1
Qui arrête les révolutions à mi-côte?,1
La bourgeoisie.,1
Pourquoi?,1
Parce que la bourgeoisie est l'intérêt arrivé à satisfaction.,1
"Hier c'était l'appétit, aujourd'hui c'est la plénitude, demain ce sera la satiété.",1
Le phénomène de 1814 après Napoléon se reproduisit en 1830 après Charles X.,1
"On a voulu, à tort, faire de la bourgeoisie une classe.",1
La bourgeoisie est tout simplement la portion contentée du peuple.,1
"Le bourgeois, c'est l'homme qui a maintenant le temps de s'asseoir.",1
Une chaise n'est pas une caste.,1
"Mais, pour vouloir s'asseoir trop tôt, on peut arrêter la marche même du genre humain.",1
Cela a été souvent la faute de la bourgeoisie.,1
On n'est pas une classe parce qu'on fait une faute.,1
L'égoïsme n'est pas une des divisions de l'ordre social.,1
"Du reste, il faut être juste même envers l'égoïsme, l'état auquel aspirait, après la secousse de 1830, cette partie de la nation qu'on nomme la bourgeoisie, ce n'était pas l'inertie, qui se complique d'indifférence et de paresse et qui contient un peu de honte, ce n'était pas le sommeil, qui suppose un oubli momentané accessible aux songes; c'était la halte.",1
"La halte est un mot formé d'un double sens singulier et presque contradictoire: troupe en marche, c'est-à-dire mouvement; station, c'est-à-dire repos.",1
"La halte, c'est la réparation des forces; c'est le repos armé et éveillé; c'est le fait accompli qui pose des sentinelles et se tient sur ses gardes.",1
La halte suppose le combat hier et le combat demain.,1
C'est l'entre-deux de 1830 et de 1848.,1
Ce que nous appelons ici combat peut aussi s'appeler progrès.,1
"Il fallait donc à la bourgeoisie, comme aux hommes d'État, un homme qui exprimait ce mot: halte.",1
Un Quoique Parce que.,1
"Une individualité composite, signifiant révolution et signifiant stabilité, en d'autres termes affermissant le présent par la compatibilité évidente du passé avec l'avenir.",1
Cet homme était «tout trouvé».,1
Il s'appelait Louis-Philippe d'Orléans.,1
Les 221 firent Louis-Philippe roi.,1
Lafayette se chargea du sacre.,1
Il le nomma _la meilleure des républiques_.,1
L'hôtel de ville de Paris remplaça la cathédrale de Reims.,1
Cette substitution d'un demi-trône au trône complet fut «l'oeuvre de 1830».,1
"Quand les habiles eurent fini, le vice immense de leur solution apparut.",1
Tout cela était fait en dehors du droit absolu.,1
Le droit absolu cria: Je proteste!,1
"puis, chose redoutable, il rentra dans l'ombre.",1
Chapitre III Louis-Philippe Les révolutions ont le bras terrible et la main heureuse; elles frappent ferme et choisissent bien.,1
"Même incomplètes, même abâtardies et mâtinées, et réduites à l'état de révolution cadette, comme la révolution de 1830, il leur reste presque toujours assez de lucidité providentielle pour qu'elles ne puissent mal tomber.",1
Leur éclipse n'est jamais une abdication.,1
"Pourtant, ne nous vantons pas trop haut, les révolutions, elles aussi, se trompent, et de graves méprises se sont vues.",1
Revenons à 1830.,1
"1830, dans sa déviation, eut du bonheur.",1
"Dans l'établissement qui s'appela l'ordre après la révolution coupée court, le roi valait mieux que la royauté.",1
Louis-Philippe était un homme rare.,1
"Fils d'un père auquel l'histoire accordera certainement les circonstances atténuantes, mais aussi digne d'estime que ce père avait été digne de blâme; ayant toutes les vertus privées et plusieurs des vertus publiques; soigneux de sa santé, de sa fortune, de sa personne, de ses affaires; connaissant le prix d'une minute et pas toujours le prix d'une année; sobre, serein, paisible, patient; bonhomme et bon prince; couchant avec sa femme, et ayant dans son palais des laquais chargés de faire voir le lit conjugal aux bourgeois, ostentation d'alcôve régulière devenue utile après les anciens étalages illégitimes de la branche aînée; sachant toutes les langues de l'Europe, et, ce qui est plus rare, tous les langages de tous les intérêts, et les parlant; admirable représentant de «la classe moyenne», mais la dépassant, et de toutes les façons plus grand qu'elle; ayant l'excellent esprit, tout en appréciant le sang dont il sortait, de se compter surtout pour sa valeur intrinsèque, et, sur la question même de sa race, très particulier, se déclarant Orléans et non Bourbon; très premier prince du sang tant qu'il n'avait été qu'altesse sérénissime, mais franc bourgeois le jour où il fut majesté; diffus en public, concis dans l'intimité; avare signalé, mais non prouvé; au fond, un de ces économes aisément prodigues pour leur fantaisie ou leur devoir; lettré, et peu sensible aux lettres; gentilhomme, mais non chevalier; simple, calme et fort; adoré de sa famille et de sa maison; causeur séduisant; homme d'État désabusé, intérieurement froid, dominé par l'intérêt immédiat, gouvernant toujours au plus près, incapable de rancune et de reconnaissance, usant sans pitié les supériorités sur les médiocrités, habile à faire donner tort par les majorités parlementaires à ces unanimités mystérieuses qui grondent sourdement sous les trônes; expansif, parfois imprudent dans son expansion, mais d'une merveilleuse adresse dans cette imprudence; fertile en expédients, en visages, en masques; faisant peur à la France de l'Europe et à l'Europe de la France; aimant incontestablement son pays, mais préférant sa famille; prisant plus la domination que l'autorité et l'autorité que la dignité, disposition qui a cela de funeste que, tournant tout au succès, elle admet la ruse et ne répudie pas absolument la bassesse, mais qui a cela de profitable qu'elle préserve la politique des chocs violents, l'État des fractures et la société des catastrophes; minutieux, correct, vigilant, attentif, sagace, infatigable, se contredisant quelquefois, et se démentant; hardi contre l'Autriche à Ancône, opiniâtre contre l'Angleterre en Espagne, bombardant Anvers et payant Pritchard; chantant avec conviction la Marseillaise; inaccessible à l'abattement, aux lassitudes, au goût du beau et de l'idéal, aux générosités téméraires, à l'utopie, à la chimère, à la colère, à la vanité, à la crainte; ayant toutes les formes de l'intrépidité personnelle; général à Valmy, soldat à Jemmapes; tâté huit fois par le régicide, et toujours souriant; brave comme un grenadier, courageux comme un penseur; inquiet seulement devant les chances d'un ébranlement européen, et impropre aux grandes aventures politiques; toujours prêt à risquer sa vie, jamais son oeuvre; déguisant sa volonté en influence afin d'être plutôt obéi comme intelligence que comme roi; doué d'observation et non de divination; peu attentif aux esprits, mais se connaissant en hommes, c'est-à-dire ayant besoin de voir pour juger; bon sens prompt et pénétrant, sagesse pratique, parole facile, mémoire prodigieuse; puisant sans cesse dans cette mémoire, son unique point de ressemblance avec César, Alexandre et Napoléon; sachant les faits, les détails, les dates, les noms propres, ignorant les tendances, les passions, les génies divers de la foule, les aspirations intérieures, les soulèvements cachés et obscurs des âmes, en un mot, tout ce qu'on pourrait appeler les courants invisibles des consciences; accepté par la surface, mais peu d'accord avec la France de dessous; s'en tirant par la finesse; gouvernant trop et ne régnant pas assez; son premier ministre à lui-même; excellent à faire de la petitesse des réalités un obstacle à l'immensité des idées; mêlant à une vraie faculté créatrice de civilisation, d'ordre et d'organisation on ne sait quel esprit de procédure et de chicane; fondateur et procureur d'une dynastie; ayant quelque chose de Charlemagne et quelque chose d'un avoué; en somme, figure haute et originale, prince qui sut faire du pouvoir malgré l'inquiétude de la France, et de la puissance malgré la jalousie de l'Europe, Louis-Philippe sera classé parmi les hommes éminents de son siècle, et serait rangé parmi les gouvernants les plus illustres de l'histoire, s'il eût un peu aimé la gloire et s'il eût eu le sentiment de ce qui est grand au même degré que le sentiment de ce qui est utile.",1
"Louis-Philippe avait été beau, et, vieilli, était resté gracieux; pas toujours agréé de la nation, il l'était toujours de la foule; il plaisait.",1
"Il avait ce don, le charme.",1
"La majesté lui faisait défaut; il ne portait ni la couronne, quoique roi, ni les cheveux blancs, quoique vieillard.",1
"Ses manières étaient du vieux régime et ses habitudes du nouveau, mélange du noble et du bourgeois qui convenait à 1830; Louis-Philippe était la transition régnante; il avait conservé l'ancienne prononciation et l'ancienne orthographe qu'il mettait au service des opinions modernes; il aimait la Pologne et la Hongrie, mais il écrivait _les polonois_ et il prononçait _les hongrais_.",1
"Il portait l'habit de la garde nationale comme Charles X, et le cordon de la Légion d'honneur comme Napoléon.",1
"Il allait peu à la chapelle, point à la chasse, jamais à l'Opéra.",1
"Incorruptible aux sacristains, aux valets de chiens et aux danseuses; cela entrait dans sa popularité bourgeoise.",1
Il n'avait point de cour.,1
"Il sortait avec son parapluie sous son bras, et ce parapluie a longtemps fait partie de son auréole.",1
"Il était un peu maçon, un peu jardinier et un peu médecin; il saignait un postillon tombé de cheval; Louis-Philippe n'allait pas plus sans sa lancette que Henri III sans son poignard.",1
"Les royalistes raillaient ce roi ridicule, le premier qui ait versé le sang pour guérir.",1
"Dans les griefs de l'histoire contre Louis-Philippe, il y a une défalcation à faire; il y a ce qui accuse la royauté, ce qui accuse le règne, et ce qui accuse le roi; trois colonnes qui donnent chacune un total différent.",1
"Le droit démocratique confisqué, le progrès devenu le deuxième intérêt, les protestations de la rue réprimées violemment, l'exécution militaire des insurrections, l'émeute passée par les armes, la rue Transnonain, les conseils de guerre, l'absorption du pays réel par le pays légal, le gouvernement de compte à demi avec trois cent mille privilégiés, sont le fait de la royauté; la Belgique refusée, l'Algérie trop durement conquise, et, comme l'Inde par les Anglais, avec plus de barbarie que de civilisation, le manque de foi à Abd-el-Kader, Blaye, Deutz acheté, Pritchard payé, sont le fait du règne; la politique plus familiale que nationale est le fait du roi.",1
"Comme on voit, le décompte opéré, la charge du roi s'amoindrit.",1
"Sa grande faute, la voici: il a été modeste au nom de la France.",1
D'où vient cette faute?,1
Disons-le.,1
"Louis-Philippe a été un roi trop père; cette incubation d'une famille qu'on veut faire éclore dynastie a peur de tout et n'entend pas être dérangée; de là des timidités excessives, importunes au peuple qui a le 14 juillet dans sa tradition civile et Austerlitz dans sa tradition militaire.",1
"Du reste, si l'on fait abstraction des devoirs publics, qui veulent être remplis les premiers, cette profonde tendresse de Louis-Philippe pour sa famille, la famille la méritait.",1
